Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,season_code,agro_zone,crop_category,monsoon_dependent,irrigation_intensity,fertilizer_per_ha,pesticide_per_ha,input_intensity,rainfall_efficiency,yield_log,area_log,production_log,fertilizer_log,rainfall_log,year_normalized,year_squared,decade,State_encoded,Crop_encoded,Season_encoded,agro_zone_encoded,crop_category_encoded,year_bin
Sweet potato,2005,Whole Year ,Karnataka,3356.0,27360,1316.2,402451.52,704.76,6.076153846,,Southern_Plateau,fruits_veg,0,0.45,119.92,0.21,120.13000000000001,20.771333130883693,1.9567305180057877,8.118802996980035,10.216873920776164,12.905332406149686,7.183263550502209,0.34782608695652173,0.12098298676748581,0,12,48,4,8,2,mid
Moong(Green Gram),2006,Kharif     ,Nagaland,1000.0,1260,1362.5,127710.0,220.0,1.20375,,North_Eastern,others,0,0.45,127.71,0.22,127.93,0.9240924092409241,0.790160454729943,6.90875477931522,7.13966033596492,11.75752517770004,7.217810202285643,0.391304347826087,0.15311909262759926,0,19,27,1,5,4,mid
Moong(Green Gram),2000,Rabi       ,Uttar Pradesh,53103.0,24016,874.4,5213121.51,13806.78,0.510294118,,Central_Plains,others,0,0.85,98.17,0.26,98.43,27.43431574137537,0.4123044119920962,10.880007533959756,10.086517191913764,15.466689564337328,6.774680924756795,0.13043478260869565,0.017013232514177693,0,27,27,2,0,4,early
Dry chillies,2011,Kharif     ,Himachal Pradesh,620.0,177,1108.3,103862.4,204.6,0.272222222,,Other,others,0,0.45,167.51999999999998,0.33,167.85,0.15956008293518437,0.2407651524893568,6.431331081933479,5.181783550292085,11.550831853238376,7.011484464744614,0.6086956521739131,0.37051039697542537,1,9,13,1,7,4,mid
Onion,2002,Summer     ,Uttar Pradesh,11157.0,124734,664.0,1056233.19,2789.25,11.18074627,,Central_Plains,spices,0,0.85,94.67,0.25,94.92,187.56992481203008,2.499856530519757,9.319912008405474,11.733946765903337,13.87022048949416,6.499787040655854,0.21739130434782608,0.04725897920604915,0,27,31,3,0,7,early
Jowar,2018,Rabi       ,Tripura,397.0,317,2169.1,64393.4,138.95,0.796666667,,Other,cereals,0,0.45,162.20000000000002,0.35,162.54999999999998,0.14607621768582094,0.5859330964383248,5.986452005284438,5.762051382780177,11.072781951789768,7.6825285284220275,0.9130434782608695,0.8336483931947068,2,26,20,2,7,1,late
Cotton(lint),2001,Kharif     ,Karnataka,608479.0,612415,1002.9,62143960.27,158204.54,1.221428571,,Southern_Plateau,others,0,0.45,102.13000000000001,0.26,102.39,610.0358601454328,0.7981504893770037,13.318719323162087,13.325167069138935,17.94496420740302,6.911647693697481,0.17391304347826086,0.030245746691871453,0,12,11,1,8,4,early
Ragi,2013,Kharif     ,Karnataka,639203.0,1207396,1235.6,92358441.47,172584.81,1.7395,,Southern_Plateau,cereals,0,0.45,144.49,0.27,144.76,976.3836325408379,1.0077754219963333,13.3679789312369,14.003977360663557,18.3411876786228,7.120120957124469,0.6956521739130435,0.48393194706994325,1,12,38,1,8,1,late
Other Kharif pulses,2015,Kharif     ,Gujarat,5517.0,2577,584.3,871189.47,1820.61,0.449,,North_Western_Plains,others,0,0.65,157.91,0.32999999999999996,158.23999999999998,4.402870322911328,0.3708736633385453,8.615770754777232,7.8547691834991324,13.677615911606255,6.372124536297175,0.782608695652174,0.612476370510397,1,7,34,1,6,4,late
Other  Rabi pulses,2009,Rabi       ,Gujarat,21200.0,15600,618.0,3303384.0,3604.0,0.703636364,,North_Western_Plains,others,0,0.65,155.82,0.17,155.99,25.20193861066236,0.5327650042253528,9.961803629358965,9.65509029374725,15.010458258282648,6.428105272684596,0.5217391304347826,0.2722117202268431,1,7,32,2,6,4,mid
Jowar,2002,Rabi       ,Karnataka,1456466.0,846323,860.8,137883636.2,364116.5,0.496666667,,Southern_Plateau,cereals,0,0.45,94.66999998626812,0.25,94.91999998626812,982.0410768159667,0.4032404133087704,14.191524198070368,13.648657543994132,18.741920678725407,6.759023225181737,0.21739130434782608,0.04725897920604915,0,12,20,2,8,1,early
Mesta,2013,Kharif     ,Nagaland,1830.0,2030,1350.9,264416.7,494.1,1.106363636,,North_Eastern,cash_crops,0,0.45,144.49,0.27,144.76,1.5015903543161475,0.7449630654732773,7.5126175446745105,7.616283561580385,12.485285328743222,7.20926628937036,0.6956521739130435,0.48393194706994325,1,19,26,1,5,0,late
Sesamum,2018,Summer     ,Maharashtra,1385.0,183,1387.4,224647.0,484.75,0.20125,,Central_Plateau,oilseeds,0,0.45,162.2,0.35,162.55,0.13180639585133966,0.1833626813023652,7.234177179749849,5.214935757608986,12.322290011721085,7.235907283987631,0.9130434782608695,0.8336483931947068,2,15,43,3,1,3,late
Rice,1999,Kharif     ,Goa,40500.0,96281,3879.3,4298265.0,10935.0,2.38,,West_Coast,cereals,0,0.45,106.13,0.27,106.4,24.812772208334405,1.2178757094949273,10.609081944147828,11.475036664427416,15.273722243520346,8.263667749215942,0.08695652173913043,0.007561436672967863,0,6,40,1,9,1,early
Cotton(lint),2007,Kharif     ,Assam,1359.0,635,2154.1,181290.6,217.44,0.445217391,,North_Eastern,others,0,0.45,133.4,0.16,133.56,0.29464990023664794,0.3682597538475081,7.215239978730097,6.455198563340122,12.107862063623248,7.675592405173526,0.43478260869565216,0.1890359168241966,1,2,11,1,5,4,mid
Soyabean,2006,Kharif     ,Maharashtra,2521100.0,2891600,1439.4,321969681.0,554642.0,1.203571429,,Central_Plateau,oilseeds,0,0.45,127.71,0.22,127.93,2007.4979172452095,0.7900794209306277,14.740206268834417,14.877320885937518,19.589967943796292,7.272676131774721,0.391304347826087,0.15311909262759926,0,15,45,1,1,3,mid
Urad,2008,Kharif     ,Manipur,1487.0,1609,1134.8,212700.48,133.83,1.135555556,,North_Eastern,pulses,0,0.45,143.04000000000002,0.09000000000000001,143.13,1.4166226448318366,0.7587268264140435,7.305188215393037,7.383989457978509,12.26764495932115,7.035092527443332,0.4782608695652174,0.2287334593572779,1,16,52,1,5,6,mid
Garlic,2005,Whole Year ,Uttarakhand,2222.0,20330,1353.3,266462.24,466.62,9.173636364,,Other,spices,0,0.45,119.92,0.21,120.13,15.011445026951193,2.319799704067308,7.706612913964197,9.919902093804223,12.492991576863831,7.211039994661325,0.34782608695652173,0.12098298676748581,0,28,14,4,7,7,mid
Masoor,2006,Rabi       ,Jammu and Kashmir,129.0,56,1786.5,16474.59,28.38,0.4775,,Other,others,0,0.45,127.71000000000001,0.22,127.93,0.03132867132867133,0.3903514702981162,4.867534450455582,4.04305126783455,9.709635170565594,7.488573274568163,0.391304347826087,0.15311909262759926,0,10,25,2,7,4,mid
Arhar/Tur,2018,Rabi       ,West Bengal,3605.0,5564,2012.6,584731.0,1261.75,1.621875,,Lower_Gangetic,pulses,0,0.85,162.2,0.35,162.55,2.7632101708383,0.9638897106734339,8.190354403763262,8.624252263709645,13.278908901587004,7.607679443821106,0.9130434782608695,0.8336483931947068,2,29,1,2,3,6,late
Groundnut,2003,Kharif     ,Goa,325.0,363,3011.6,32168.5,78.0,1.12,,West_Coast,oilseeds,0,0.45,98.98,0.24,99.22,0.12049392551284605,0.7514160886839212,5.786897381366708,5.8971538676367405,10.37877407768145,8.010558772268714,0.2608695652173913,0.06805293005671077,0,6,17,1,9,3,early
Other Kharif pulses,2003,Kharif     ,Odisha,27280.0,15020,1648.2,2700174.4,6547.2,0.506428571,,East_Coast,others,0,0.45,98.97999999999999,0.24,99.22,9.10744603444094,0.40974166459092964,10.213945768177046,9.617204500998055,14.808827291827518,7.408045600832745,0.2608695652173913,0.06805293005671077,0,20,34,1,2,4,early
Safflower,2008,Rabi       ,Chhattisgarh,745.0,191,1117.9,106564.8,67.05,0.29875,,Central_Plateau,oilseeds,0,0.45,143.04,0.09,143.13,0.17070336938064168,0.2614022634313001,6.61472560020376,5.2574953720277815,11.576517913722418,7.020101338813675,0.4782608695652174,0.2287334593572779,1,4,41,2,1,3,mid
Onion,2004,Kharif     ,Andhra Pradesh,21907.0,344540,781.8,2373404.38,4600.47,14.4,,East_Coast,spices,0,0.65,108.33999999999999,0.21000000000000002,108.55,440.1379662749106,2.7343675094195836,9.994607145903611,12.749968375416767,14.679836351000866,6.662877235521921,0.30434782608695654,0.09262759924385634,0,0,31,1,2,7,early
Jowar,2016,Kharif     ,Karnataka,110719.0,128811,1147.2,16967686.75,38751.65,1.079,,Southern_Plateau,cereals,0,0.45,153.25,0.35000000000000003,153.6,112.18515937989896,0.7318870088758759,11.614759770851496,11.766109256014413,16.646821372770674,7.045950777733537,0.8260869565217391,0.6824196597353497,1,12,20,1,8,1,late
Maize,2008,Rabi       ,Mizoram,385.0,412,1912.1,55070.4,34.65,1.884,,Other,cereals,0,0.45,143.04,0.09,143.13,0.21535727353510012,1.0591782194227026,5.955837369464831,6.023447592961033,10.91638580412333,7.556480241989336,0.4782608695652174,0.2287334593572779,1,18,24,2,7,1,mid
Other Kharif pulses,2006,Kharif     ,West Bengal,1052.0,562,1631.4,134350.92,231.44,0.501666667,,Lower_Gangetic,others,0,0.85,127.71000000000001,0.22,127.93000000000002,0.3442783631462877,0.4065756026141671,6.959398512133975,6.333279628139691,11.80821790497241,7.3978066035316505,0.391304347826087,0.15311909262759926,0,29,34,1,3,4,mid
Rice,2013,Kharif     ,Sikkim,11158.0,20260,2567.6,1612219.42,3012.66,1.76,,Other,cereals,0,0.45,144.48999999999998,0.26999999999999996,144.76,7.887565210620572,1.0152306797290584,9.320001626185702,9.91645313492615,14.293122929673768,7.851116282378955,0.6956521739130435,0.48393194706994325,1,23,40,1,7,1,late
Soyabean,2013,Kharif     ,Manipur,5050.0,4300,1428.8,729674.5,1363.5,0.841111111,,North_Eastern,oilseeds,0,0.45,144.49,0.27,144.76,3.0074136242831164,0.6103692540419021,8.527341522468053,8.366602832783736,13.500355193748081,7.265289853332751,0.6956521739130435,0.48393194706994325,1,16,45,1,5,3,late
Tobacco,2000,Whole Year ,Jammu and Kashmir,99.0,12,989.5,9718.83,25.74,0.12,,Other,cash_crops,0,0.45,98.17,0.26,98.42999999999999,0.012115093387178193,0.11332868530700317,4.605170185988092,2.5649493574615367,9.181923407589604,6.898209866138606,0.13043478260869565,0.017013232514177693,0,10,50,4,7,0,early
Urad,1998,Winter     ,Odisha,100561.0,28577,1357.1,9935426.8,29162.69,0.222666667,,East_Coast,pulses,0,0.45,98.80000000000001,0.29,99.09,21.04189676754289,0.20103426599873686,11.51852973169006,10.260392470028915,16.111617492930286,7.2138419431100225,0.043478260869565216,0.0018903591682419658,0,20,52,5,2,6,early
Rice,2004,Summer     ,Maharashtra,20500.0,49000,1052.0,2220970.0,4305.0,2.463,,Central_Plateau,cereals,0,0.45,108.34,0.21,108.55,46.533713200379864,1.2421352654202849,9.928228944424575,10.799595985047786,14.61345504560987,6.959398512133975,0.30434782608695654,0.09262759924385634,0,15,40,3,1,1,early
Niger seed,2009,Kharif     ,Chhattisgarh,68032.0,10904,956.9,10600746.24,11565.44,0.146,,Central_Plateau,oilseeds,0,0.45,155.82,0.17,155.99,11.383234158054076,0.13627761829254784,11.127748160558784,9.29697667863573,16.176435050937307,6.864743388388846,0.5217391304347826,0.2722117202268431,1,4,29,1,1,3,mid
Urad,2013,Summer     ,Uttar Pradesh,45092.0,26112,995.2,6515343.08,12174.84,0.615873016,,Central_Plains,pulses,0,0.85,144.49,0.27,144.76,26.21160409556314,0.47987537780347517,10.716482302801335,10.170188553599166,15.68967058065379,6.903948040639183,0.6956521739130435,0.48393194706994325,1,27,52,3,0,6,late
Other Kharif pulses,2016,Kharif     ,Gujarat,4791.0,2887,710.5,734220.75,1676.85,0.613529412,,North_Western_Plains,others,0,0.65,153.25,0.35,153.6,4.057624736472242,0.47842396103912155,8.474703139795285,7.968319500012717,13.506566373686718,6.567375417529907,0.8260869565217391,0.6824196597353497,1,7,34,1,6,4,late
Horse-gram,2010,Rabi       ,Andhra Pradesh,31431.0,13673,1297.0,5221003.41,7543.44,0.44047619,,East_Coast,others,0,0.65,166.11,0.24,166.35000000000002,10.533898305084746,0.3649737464228489,10.355581761238296,9.523251498473739,15.468200357058105,7.168579897264035,0.5652173913043478,0.3194706994328922,1,0,19,2,2,4,mid
Arhar/Tur,2011,Kharif     ,Chhattisgarh,52856.0,23679,1302.7,8854437.12,17442.48,0.435555556,,Central_Plateau,pulses,0,0.45,167.51999999999998,0.33,167.85,18.16292091738897,0.361551921327834,10.875345432858738,10.072386088997941,15.996429373769669,7.172961654668733,0.6086956521739131,0.37051039697542537,1,4,1,1,1,6,mid
Masoor,2004,Rabi       ,Haryana,5911.0,4700,484.6,640397.74,1241.31,0.778,,North_Western_Plains,others,0,0.85,108.34,0.21,108.55000000000001,9.678747940691927,0.5754891370917129,8.684739462628038,8.45553053102413,13.369846292582462,6.185385239745289,0.30434782608695654,0.09262759924385634,0,8,25,2,6,4,early
Black pepper,2005,Whole Year ,Karnataka,14797.0,32414,1316.2,1774456.24,3107.37,2.199230769,,Southern_Plateau,spices,0,0.45,119.92,0.21,120.13000000000001,24.608259945338595,1.1629103962211509,9.602247315485496,10.386376557609095,14.38900515384964,7.183263550502209,0.34782608695652173,0.12098298676748581,0,12,5,4,8,7,mid
Other  Rabi pulses,2008,Rabi       ,Tripura,933.0,843,1827.8,133456.32,83.97,0.86,,Other,others,0,0.45,143.04000000000002,0.09,143.13,0.4609580052493438,0.6205764877251099,6.839476438228843,6.738152494595957,11.80153700533285,7.511415293040546,0.4782608695652174,0.2287334593572779,1,26,32,2,7,4,mid
Tapioca,2016,Kharif     ,Meghalaya,5392.0,35407,3837.1,826324.0,1887.2,7.550909091,,Other,fruits_veg,0,0.45,153.25,0.35000000000000003,153.6,9.225137437794743,2.146037603729163,8.592857095337227,10.47469306229083,13.62474343758679,8.252732731465317,0.8260869565217391,0.6824196597353497,1,17,49,1,7,2,late
Cashewnut,2017,Whole Year ,Manipur,37.0,18,1780.0,5825.28,14.06,0.49,,North_Eastern,others,0,0.45,157.44,0.38,157.82,0.010106681639528355,0.3987761199573678,3.6375861597263857,2.9444389791664403,8.670133996783328,7.484930283289661,0.8695652173913043,0.7561436672967864,2,16,7,4,5,4,late
Cotton(lint),2015,Kharif     ,Tamil Nadu,102251.0,190658,1201.9,16146455.41,33742.83,2.151851852,,Southern_Plateau,others,0,0.65,157.91,0.33,158.24,158.49862831490563,1.147990169622003,11.535195633615956,12.158241771095181,16.59721116621997,7.092490587000027,0.782608695652174,0.612476370510397,1,24,11,1,8,4,late
Ginger,2000,Whole Year ,Arunachal Pradesh,4774.0,35295,2157.7,468663.58,1241.24,5.773,,Other,spices,0,0.45,98.17,0.26,98.43,16.3501181266503,1.9129441202327666,8.471149252914831,10.471524922053229,13.057642610327642,7.6772614676408315,0.13043478260869565,0.017013232514177693,0,1,15,4,7,7,early
Potato,2000,Whole Year ,Nagaland,4540.0,47890,1631.8,445691.8,1180.4,10.32375,,North_Eastern,fruits_veg,0,0.45,98.17,0.26,98.43,29.329985301322882,2.4269022900013604,8.420902531097951,10.776682874304697,13.007385204440242,7.398051611495635,0.13043478260869565,0.017013232514177693,0,19,37,4,5,2,early
Ginger,2016,Whole Year ,Arunachal Pradesh,7775.0,56758,2933.7,1191518.75,2721.25,6.432,,Other,spices,0,0.45,153.25,0.35,153.6,19.340307356799673,2.0057950015115376,8.958797346140274,10.946569513077906,13.990740151128417,7.984360512387156,0.8260869565217391,0.6824196597353497,1,1,15,4,7,7,late
Castor seed,2012,Kharif     ,Maharashtra,18300.0,4960,1003.4,2759640.0,5673.0,0.277619048,,Central_Plateau,oilseeds,0,0.45,150.8,0.31,151.11,4.938271604938271,0.24499822701228344,9.814710982145282,8.509362612301048,14.830611156769407,6.91214562728343,0.6521739130434783,0.42533081285444235,1,15,8,1,1,3,mid
Peas & beans (Pulses),2001,Rabi       ,Chhattisgarh,11851.0,4416,1550.0,1210342.63,3081.26,0.329375,,Central_Plateau,others,0,0.45,102.13,0.26,102.38999999999999,2.8471953578336557,0.28470890697236456,9.380251908693456,8.393216011596527,14.006414868990442,7.346655163176539,0.17391304347826086,0.030245746691871453,0,4,36,2,1,4,early
Other  Rabi pulses,2018,Rabi       ,Chhattisgarh,3285.0,272,1515.5,532827.0,1149.75,0.21826087,,Central_Plateau,others,0,0.45,162.2,0.35,162.55,0.1793603692713485,0.1974243253365992,8.097426298597213,5.60947179518496,13.185953949380032,7.324160327128636,0.9130434782608695,0.8336483931947068,2,4,32,2,1,4,late
Rice,2019,Summer     ,Madhya Pradesh,34311.0,94770,1446.7,5893257.36,12695.07,0.8775,,Central_Plateau,cereals,0,0.45,171.76000000000002,0.37,172.13000000000002,65.46245769151066,0.6299411046561527,10.443250426196716,11.459218734270975,15.589319604705283,7.277731369159998,0.9565217391304348,0.9149338374291116,2,14,40,3,1,1,late
Tapioca,2014,Kharif     ,Nagaland,2170.0,43860,1333.3,327583.2,716.1,20.19363636,,North_Eastern,fruits_veg,0,0.45,150.96,0.33,151.29,32.87116840290789,3.0537009649193116,7.682943169878292,10.68878082152957,12.69950040024974,7.196162088748375,0.7391304347826086,0.546313799621928,1,19,49,1,5,2,late
Tobacco,2016,Summer     ,Uttar Pradesh,1102.0,2167,965.3,168881.5,385.7,1.97625,,Central_Plains,cash_crops,0,0.85,153.25,0.35,153.60000000000002,2.2425747697402465,1.0906641188189357,7.005789019253503,7.681560362559537,12.03695848582334,6.873474345005262,0.8260869565217391,0.6824196597353497,1,27,50,3,0,0,late
Horse-gram,2008,Summer     ,Odisha,94.0,25,1539.0,13445.76,8.46,0.242,,East_Coast,others,0,0.45,143.04,0.09000000000000001,143.13,0.016233766233766232,0.21672298351128702,4.553876891600541,3.258096538021482,9.506493463817492,7.3395376954076745,0.4782608695652174,0.2287334593572779,1,20,19,3,2,4,mid
Urad,2002,Rabi       ,Uttarakhand,801.0,360,1610.3,75830.67,200.25,0.3,,Other,pulses,0,0.45,94.67,0.25,94.92,0.22342208154905976,0.262364264467491,6.687108607866515,5.8888779583328805,11.236271294398543,7.384796585579523,0.21739130434782608,0.04725897920604915,0,28,52,2,7,6,early
Other Kharif pulses,2015,Kharif     ,Himachal Pradesh,6504.0,5710,1223.2,1027046.64,2146.32,0.895,,Other,others,0,0.45,157.91,0.33,158.23999999999998,4.664270544028754,0.6392188385343897,8.780326390946605,8.650149418664864,13.842198875371341,7.1100428484169695,0.782608695652174,0.612476370510397,1,9,34,1,7,4,late
Ragi,2005,Rabi       ,Karnataka,46323.0,86771,1316.2,5555054.16,9727.83,2.493076923,,Southern_Plateau,cereals,0,0.45,119.92,0.21,120.13000000000001,65.8753416337686,1.2507829876263015,10.743415464304269,11.371039267962953,15.530218910799547,7.183263550502209,0.34782608695652173,0.12098298676748581,0,12,38,2,8,1,mid
Small millets,2001,Kharif     ,Meghalaya,2720.0,2152,4241.0,277793.6,707.2,0.847142857,,Other,cereals,0,0.45,102.13,0.26,102.39,0.5073078736445074,0.6136400436511132,7.908754738783246,7.674617497364363,12.534637270668528,8.352790135124629,0.17391304347826086,0.030245746691871453,0,17,44,1,7,1,early
Urad,2012,Kharif     ,Uttar Pradesh,524224.0,347341,746.3,79052979.2,162509.44,0.656164384,,Central_Plains,pulses,0,0.85,150.8,0.31,151.11,464.7945938712699,0.5045043167370374,13.169676260454946,12.758065164331398,18.185628821098874,6.616466710936244,0.6521739130434783,0.42533081285444235,1,27,52,1,0,6,mid
Moong(Green Gram),2018,Kharif     ,Jharkhand,30365.0,22664,1222.7,4925203.0,10627.75,0.734166667,,Central_Plateau,others,0,0.45,162.2,0.35,162.55,18.520879300482143,0.550526990809758,10.321078840442134,10.02857716337495,15.409876253050284,7.109634334991623,0.9130434782608695,0.8336483931947068,2,11,27,1,1,4,late
Moong(Green Gram),2016,Rabi       ,West Bengal,2760.0,1919,1795.8,422970.0,966.0,0.779090909,,Lower_Gangetic,others,0,0.85,153.25,0.35,153.6,1.0680097951914516,0.5761025085585157,7.923348211930154,7.560080465021827,12.955058897758592,7.493762583984179,0.8260869565217391,0.6824196597353497,1,29,27,2,3,4,late
Moong(Green Gram),2015,Rabi       ,Tamil Nadu,204372.0,106918,1201.9,32272382.52,67442.76,0.577037037,,Southern_Plateau,others,0,0.65,157.91,0.32999999999999996,158.24,88.88353146562473,0.4555477934375191,12.227702034653051,11.579826817421987,17.289722423091636,7.092490587000027,0.782608695652174,0.612476370510397,1,24,27,2,8,4,late
Gram,2011,Rabi       ,West Bengal,23270.0,24415,1686.5,3898190.4,7679.1,1.0175,,Lower_Gangetic,pulses,0,0.85,167.51999999999998,0.33,167.85,14.468148148148147,0.7018591211619668,10.05496322915898,10.102993934084184,15.176023259947817,7.431003422746685,0.6086956521739131,0.37051039697542537,1,29,16,2,3,6,mid
Other Kharif pulses,2000,Kharif     ,Nagaland,4400.0,4240,1631.8,431948.0,1144.0,0.985,,North_Eastern,others,0,0.45,98.17,0.26,98.43,2.596766291033807,0.6856189141391538,8.38958706681109,8.352554369474591,12.976062804701586,7.398051611495635,0.13043478260869565,0.017013232514177693,0,19,34,1,5,4,early
Horse-gram,2006,Rabi       ,Chhattisgarh,2492.0,696,1317.2,318253.32,548.24,0.445384615,,Central_Plateau,others,0,0.45,127.71000000000001,0.22,127.92999999999999,0.5279927173418297,0.3683754556977382,7.821242083523558,6.546785410760524,12.670606090561616,7.184022448618619,0.391304347826087,0.15311909262759926,0,4,19,2,1,4,mid
Sesamum,2014,Kharif     ,Mizoram,785.0,608,2029.9,118503.6,259.05,0.9075,,Other,oilseeds,0,0.45,150.96,0.33,151.29000000000002,0.2993746614801319,0.645793484176475,6.666956792429207,6.411818267709897,11.682707057369303,7.616234323539064,0.7391304347826086,0.546313799621928,1,18,43,1,7,3,late
Sesamum,2012,Rabi       ,Puducherry,7.0,5,1098.3,1055.6,2.17,0.71,,Other,oilseeds,0,0.45,150.79999999999998,0.31,151.10999999999999,0.004548348949331393,0.5364933705145685,2.0794415416798357,1.791759469228055,6.962811484730215,7.002428892584818,0.6521739130434783,0.42533081285444235,1,21,43,2,7,3,mid
Linseed,2004,Rabi       ,Meghalaya,75.0,35,4767.9,8125.5,15.75,0.47,,Other,oilseeds,0,0.45,108.34,0.21,108.55,0.007339218687747699,0.3852624007906449,4.330733340286331,3.58351893845611,9.00288560554323,8.469870949321825,0.30434782608695654,0.09262759924385634,0,17,23,2,7,3,early
Other Cereals,2004,Kharif     ,Uttarakhand,75993.0,88540,1219.6,8233081.62,15958.53,1.117272727,,Other,others,0,0.45,108.34,0.21000000000000002,108.55000000000001,72.53809601835164,0.7501288109690685,11.23840966878354,11.391221000552598,15.923671061454309,7.107097820110394,0.30434782608695654,0.09262759924385634,0,28,33,1,7,4,early
Sunflower,1999,Kharif     ,Nagaland,1000.0,1120,1782.2,106130.0,270.0,1.138571429,,North_Eastern,oilseeds,0,0.45,106.13,0.27,106.4,0.6280843427545985,0.7601380495766245,6.90875477931522,7.02197642307216,11.572429459117961,7.4861647820716595,0.08695652173913043,0.007561436672967863,0,19,47,1,5,3,early
Groundnut,2014,Summer     ,Odisha,26407.0,38842,1536.9,3986400.72,8714.31,1.472857143,,East_Coast,oilseeds,0,0.45,150.96,0.32999999999999996,151.29000000000002,25.25651862929969,0.9053742201905747,10.181422273533029,10.567283159381214,15.198399557416227,7.338173128445878,0.7391304347826086,0.546313799621928,1,20,17,3,2,3,late
Rice,1998,Summer     ,Maharashtra,37400.0,72500,1314.8,3695120.0,10846.0,2.053333333,,Central_Plateau,cereals,0,0.45,98.8,0.29,99.09,55.099559203526375,1.116233889908759,10.529452721013085,11.19135563385109,15.122523858783614,7.182200124651898,0.043478260869565216,0.0018903591682419658,0,15,40,3,1,1,early
Cotton(lint),2013,Kharif     ,Maharashtra,4159500.0,8834200,1409.8,601006155.0,1123065.0,2.0644,,Central_Plateau,others,0,0.45,144.49,0.27,144.76,6261.837255457896,1.1198517916605288,15.240905673119562,15.994141223879536,20.214115735375476,7.251912198361897,0.6956521739130435,0.48393194706994325,1,15,11,1,1,4,late
Masoor,2016,Rabi       ,Madhya Pradesh,575000.0,651000,1048.4,88118750.0,201250.0,1.0490625,,Central_Plateau,others,0,0.45,153.25,0.35,153.6,620.3544882790166,0.7173823714758015,13.26212705890841,13.386266457287837,18.294195905944132,6.955973851252612,0.8260869565217391,0.6824196597353497,1,14,25,2,1,4,late
Rapeseed &Mustard,2005,Rabi       ,Mizoram,1634.0,1078,2075.4,195949.28,343.14,0.701666667,,Other,oilseeds,0,0.45,119.92,0.21,120.13000000000001,0.5191677904064728,0.5316081631444056,7.399398083331354,6.983789965258135,12.18561623256271,7.638390903953074,0.34782608695652173,0.12098298676748581,0,18,39,2,7,3,mid
Black pepper,2004,Whole Year ,Meghalaya,895.0,578,4767.9,96964.3,187.95,0.8,,Other,spices,0,0.45,108.34,0.21,108.55,0.12120195432909057,0.5877866649021191,6.79794041297493,6.361302477572996,11.482108461525415,8.469870949321825,0.30434782608695654,0.09262759924385634,0,17,5,4,7,7,early
Peas & beans (Pulses),2012,Rabi       ,Assam,30952.0,19821,2167.5,4667561.6,9595.12,0.654814815,,North_Eastern,others,0,0.45,150.79999999999998,0.31000000000000005,151.10999999999999,9.140419644915841,0.5036891083085778,10.3402252039484,9.894547710966654,15.35614756619881,7.681790963275421,0.6521739130434783,0.42533081285444235,1,2,36,2,5,4,mid
Other Kharif pulses,2014,Kharif     ,Manipur,1554.0,1749,987.5,234591.84,512.82,1.133333333,,North_Eastern,others,0,0.45,150.96,0.33,151.29,1.7693474962063733,0.7576857015412665,7.349230824613334,7.4673710669175595,12.365606694701667,6.896188642610672,0.7391304347826086,0.546313799621928,1,16,34,1,5,4,late
Maize,2004,Kharif     ,Tripura,2790.0,2967,2706.3,302268.6,585.9,1.0525,,Other,cereals,0,0.45,108.33999999999999,0.21,108.55,1.095925830162893,0.7190585623444462,7.934155233536322,7.995643604287271,12.61907461335554,7.903707107263973,0.30434782608695654,0.09262759924385634,0,26,24,1,7,1,early
Banana,2002,Whole Year ,Karnataka,39813.0,681663,860.8,3769096.71,9953.25,16.96518519,,Southern_Plateau,fruits_veg,0,0.45,94.67,0.25,94.92,790.9758644697146,2.8884357288897515,10.591973888213879,13.432292146802837,15.142346196561682,6.759023225181737,0.21739130434782608,0.04725897920604915,0,12,3,4,8,2,early
Urad,2016,Kharif     ,Jammu and Kashmir,9636.0,3288,902.8,1476717.0,3372.6,0.375,,Other,pulses,0,0.45,153.25,0.35,153.60000000000002,3.637973002876743,0.3184537311185346,9.173365135851288,8.098338846189057,14.205332615728674,6.806608096977179,0.8260869565217391,0.6824196597353497,1,10,52,1,7,6,late
Tapioca,2013,Whole Year ,Tamil Nadu,83526.0,2499280,740.9,12068671.74,22552.02,32.50806452,,Southern_Plateau,fruits_veg,0,0.65,144.49,0.27,144.76,3368.755897021162,3.511786141800035,11.33292521186495,14.731513648473618,16.306123623481298,6.60921446319548,0.6956521739130435,0.48393194706994325,1,24,49,4,8,2,late
Banana,2006,Whole Year ,Gujarat,26600.0,1891800,1056.2,3397086.0,5852.0,57.65846154,,North_Western_Plains,fruits_veg,0,0.65,127.71,0.22,127.93,1789.4438138479,4.071731836475068,10.188704088048116,14.453039843358171,15.038428857647856,6.963379182730134,0.391304347826087,0.15311909262759926,0,7,3,4,6,2,mid
Ragi,1998,Kharif     ,Bihar,72015.0,60565,1332.5,7115082.0,20884.35,0.8698,,Middle_Gangetic,cereals,0,0.65,98.8,0.29,99.08999999999999,45.418072740907384,0.6258314732750782,11.184643595532714,11.011488958500923,15.77772745493348,7.195562343622069,0.043478260869565216,0.0018903591682419658,0,3,38,1,4,1,early
